PASSENGERS,Passenger Miles,CARRIER_NAME-ORIGIN_CITY_NAME-DEST_CITY_NAME,CARRIER_NAME,ORIGIN_CITY_NAME,DEST_CITY_NAME,ORIGIN_LATITUDE,ORIGIN_LONGITUDE,DEST_LATITUDE,DEST_LONGITUDE
215651,114941983,"Southwest Airlines Co.-Denver, CO-Kansas City, MO Total Total",Southwest Airlines Co.,"Denver, CO","Kansas City, MO",39.7392364,-104.984862,39.100105,-94.5781416
215502,205589168,"Delta Air Lines Inc.-Los Angeles, CA-Seattle, WA Total Total",Delta Air Lines Inc.,"Los Angeles, CA","Seattle, WA",34.0536909,-118.242766,47.6038321,-122.330062
215134,71857426,"United Air Lines Inc.-Chicago, IL-Minneapolis, MN Total Total",United Air Lines Inc.,"Chicago, IL","Minneapolis, MN",41.8755616,-87.6244212,44.9772995,-93.2654692
214644,23396196,"SkyWest Airlines Inc.-Los Angeles, CA-San Diego, CA Total Total",SkyWest Airlines Inc.,"Los Angeles, CA","San Diego, CA",34.0536909,-118.242766,32.7174202,-117.162772
214492,530862234,"United Air Lines Inc.-New York, NY-Los Angeles, CA Total Total",United Air Lines Inc.,"New York, NY","Los Angeles, CA",40.7127281,-74.0060152,34.0536909,-118.242766
214430,369033893,"United Air Lines Inc.-Chicago, IL-Seattle, WA Total Total",United Air Lines Inc.,"Chicago, IL","Seattle, WA",41.8755616,-87.6244212,47.6038321,-122.330062
214347,826522032,"Lufthansa German Airlines-Frankfurt, Germany-New York, NY Total Total",Lufthansa German Airlines,"Frankfurt, Germany","New York, NY",50.1106444,8.6820917,40.7127281,-74.0060152
214314,108657198,"Southwest Airlines Co.-Salt Lake City, UT-Phoenix, AZ Total Total",Southwest Airlines Co.,"Salt Lake City, UT","Phoenix, AZ",40.7596198,-111.886797,33.4484367,-112.074141
214001,162212758,"United Air Lines Inc.-Orlando, FL-Washington, DC Total Total",United Air Lines Inc.,"Orlando, FL","Washington, DC",28.5421109,-81.3790304,38.8950368,-77.0365427
213989,1214938381,"El Al Israel Airlines Ltd.-Tel Aviv, Israel-New York, NY Total Total",El Al Israel Airlines Ltd.,"Tel Aviv, Israel","New York, NY",32.0852997,34.7818064,40.7127281,-74.0060152
213602,218728746,"United Air Lines Inc.-Denver, CO-Seattle, WA Total Total",United Air Lines Inc.,"Denver, CO","Seattle, WA",39.7392364,-104.984862,47.6038321,-122.330062
213133,927767949,"Virgin Atlantic Airways-London, United Kingdom-Orlando, FL Total Total",Virgin Atlantic Airways,"London, United Kingdom","Orlando, FL",51.4893335,-0.1440551,28.5421109,-81.3790304
212919,187155801,"Southwest Airlines Co.-Phoenix, AZ-Dallas, TX Total Total",Southwest Airlines Co.,"Phoenix, AZ","Dallas, TX",33.4484367,-112.074141,32.7762719,-96.7968559
212855,113451715,"Southwest Airlines Co.-Kansas City, MO-Denver, CO Total Total",Southwest Airlines Co.,"Kansas City, MO","Denver, CO",39.100105,-94.5781416,39.7392364,-104.984862
212803,59797643,"Southwest Airlines Co.-Buffalo, NY-Baltimore, MD Total Total",Southwest Airlines Co.,"Buffalo, NY","Baltimore, MD",42.8867166,-78.8783922,39.2908816,-76.610759
212691,14251090,"SkyWest Airlines Inc.-Milwaukee, WI-Chicago, IL Total Total",SkyWest Airlines Inc.,"Milwaukee, WI","Chicago, IL",43.0386475,-87.9090751,41.8755616,-87.6244212
212535,225499635,"American Airlines Inc.-Raleigh/Durham, NC-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Raleigh/Durham, NC","Dallas/Fort Worth, TX",35.8803614,-78.7872382,32.8369894,-97.033926
212489,224175895,"Air Canada rouge LP-Toronto, Canada-Orlando, FL Total Total",Air Canada rouge LP,"Toronto, Canada","Orlando, FL",43.6534817,-79.3839347,28.5421109,-81.3790304
212394,69665232,"Southwest Airlines Co.-Albuquerque, NM-Phoenix, AZ Total Total",Southwest Airlines Co.,"Albuquerque, NM","Phoenix, AZ",35.0841034,-106.650985,33.4484367,-112.074141
212346,61367994,"Southwest Airlines Co.-Baltimore, MD-Albany, NY Total Total",Southwest Airlines Co.,"Baltimore, MD","Albany, NY",39.2908816,-76.610759,42.6511674,-73.754968
212020,1455941340,"Etihad Airways-Abu Dhabi, United Arab Emirates-New York, NY Total Total",Etihad Airways,"Abu Dhabi, United Arab Emirates","New York, NY",24.4538352,54.3774014,40.7127281,-74.0060152
211991,78012688,"Southwest Airlines Co.-Salt Lake City, UT-Las Vegas, NV Total Total",Southwest Airlines Co.,"Salt Lake City, UT","Las Vegas, NV",40.7596198,-111.886797,36.1674263,-115.1484131
211985,460431420,"Delta Air Lines Inc.-Portland, OR-Atlanta, GA Total Total",Delta Air Lines Inc.,"Portland, OR","Atlanta, GA",45.5202471,-122.674194,33.7544657,-84.3898151
211885,112087165,"US Airways Inc.-Newark, NJ-Charlotte, NC Total Total",US Airways Inc.,"Newark, NJ","Charlotte, NC",40.735657,-74.1723667,35.2272086,-80.8430827
211871,47882846,"American Airlines Inc.-Atlanta, GA-Charlotte, NC Total Total",American Airlines Inc.,"Atlanta, GA","Charlotte, NC",33.7544657,-84.3898151,35.2272086,-80.8430827
211322,136514012,"Southwest Airlines Co.-Phoenix, AZ-Oakland, CA Total Total",Southwest Airlines Co.,"Phoenix, AZ","Oakland, CA",33.4484367,-112.074141,37.8044557,-122.271356
211321,68679325,"Southwest Airlines Co.-Ontario, CA-Phoenix, AZ Total Total",Southwest Airlines Co.,"Ontario, CA","Phoenix, AZ",50.000678,-86.000977,33.4484367,-112.074141
211218,116169900,"Alaska Airlines Inc.-Portland, OR-San Francisco, CA Total Total",Alaska Airlines Inc.,"Portland, OR","San Francisco, CA",45.5202471,-122.674194,37.7792588,-122.4193286
211164,114662052,"Southwest Airlines Co.-Oakland, CA-Portland, OR Total Total",Southwest Airlines Co.,"Oakland, CA","Portland, OR",37.8044557,-122.271356,45.5202471,-122.674194
211133,107044431,"Southwest Airlines Co.-Phoenix, AZ-Salt Lake City, UT Total Total",Southwest Airlines Co.,"Phoenix, AZ","Salt Lake City, UT",33.4484367,-112.074141,40.7596198,-111.886797
210868,60940852,"Southwest Airlines Co.-Albany, NY-Baltimore, MD Total Total",Southwest Airlines Co.,"Albany, NY","Baltimore, MD",42.6511674,-73.754968,39.2908816,-76.610759
210822,201124188,"Delta Air Lines Inc.-Seattle, WA-Los Angeles, CA Total Total",Delta Air Lines Inc.,"Seattle, WA","Los Angeles, CA",47.6038321,-122.330062,34.0536909,-118.242766
210721,510366262,"Delta Air Lines Inc.-New York, NY-Seattle, WA Total Total",Delta Air Lines Inc.,"New York, NY","Seattle, WA",40.7127281,-74.0060152,47.6038321,-122.330062
210699,136111554,"Southwest Airlines Co.-Oakland, CA-Phoenix, AZ Total Total",Southwest Airlines Co.,"Oakland, CA","Phoenix, AZ",37.8044557,-122.271356,33.4484367,-112.074141
210674,544781915,"Virgin America-San Francisco, CA-New York, NY Total Total",Virgin America,"San Francisco, CA","New York, NY",37.7792588,-122.4193286,40.7127281,-74.0060152
210589,159626462,"United Air Lines Inc.-Washington, DC-Orlando, FL Total Total",United Air Lines Inc.,"Washington, DC","Orlando, FL",38.8950368,-77.0365427,28.5421109,-81.3790304
210576,457792224,"American Airlines Inc.-Las Vegas, NV-Miami, FL Total Total",American Airlines Inc.,"Las Vegas, NV","Miami, FL",36.1674263,-115.1484131,25.7741728,-80.19362
210421,69018088,"Southwest Airlines Co.-Phoenix, AZ-Albuquerque, NM Total Total",Southwest Airlines Co.,"Phoenix, AZ","Albuquerque, NM",33.4484367,-112.074141,35.0841034,-106.650985
210302,456775944,"Delta Air Lines Inc.-Atlanta, GA-Portland, OR Total Total",Delta Air Lines Inc.,"Atlanta, GA","Portland, OR",33.7544657,-84.3898151,45.5202471,-122.674194
210285,146358360,"Southwest Airlines Co.-Atlanta, GA-Houston, TX Total Total",Southwest Airlines Co.,"Atlanta, GA","Houston, TX",33.7544657,-84.3898151,29.7589382,-95.3676974
210201,64321506,"Delta Air Lines Inc.-Greensboro/High Point, NC-Atlanta, GA Total Total",Delta Air Lines Inc.,"Greensboro/High Point, NC","Atlanta, GA",36.0770773,-79.9610417,33.7544657,-84.3898151
210158,196497730,"American Airlines Inc.-Dallas/Fort Worth, TX-Mexico City, Mexico Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Mexico City, Mexico",32.8369894,-97.033926,19.3207722,-99.1514678
210090,114078870,"Southwest Airlines Co.-Portland, OR-Oakland, CA Total Total",Southwest Airlines Co.,"Portland, OR","Oakland, CA",45.5202471,-122.674194,37.8044557,-122.271356
210024,111102696,"US Airways Inc.-Charlotte, NC-Newark, NJ Total Total",US Airways Inc.,"Charlotte, NC","Newark, NJ",35.2272086,-80.8430827,40.735657,-74.1723667
209997,142377966,"United Air Lines Inc.-Philadelphia, PA-Chicago, IL Total Total",United Air Lines Inc.,"Philadelphia, PA","Chicago, IL",39.9527237,-75.1635262,41.8755616,-87.6244212
209955,121983855,"Southwest Airlines Co.-Atlanta, GA-Fort Lauderdale, FL Total Total",Southwest Airlines Co.,"Atlanta, GA","Fort Lauderdale, FL",33.7544657,-84.3898151,26.1223084,-80.1433786
209562,249169218,"Southwest Airlines Co.-San Juan, PR-Orlando, FL Total Total",Southwest Airlines Co.,"San Juan, PR","Orlando, FL",18.384239,-66.05344,28.5421109,-81.3790304
209535,541825919,"Virgin America-New York, NY-San Francisco, CA Total Total",Virgin America,"New York, NY","San Francisco, CA",40.7127281,-74.0060152,37.7792588,-122.4193286
209422,895907316,"Compagnia Aerea Italiana-Rome, Italy-New York, NY Total Total",Compagnia Aerea Italiana,"Rome, Italy","New York, NY",41.8933203,12.4829321,40.7127281,-74.0060152
209206,115063300,"Alaska Airlines Inc.-San Francisco, CA-Portland, OR Total Total",Alaska Airlines Inc.,"San Francisco, CA","Portland, OR",37.7792588,-122.4193286,45.5202471,-122.674194
209116,210998044,"United Air Lines Inc.-Houston, TX-Phoenix, AZ Total Total",United Air Lines Inc.,"Houston, TX","Phoenix, AZ",29.7589382,-95.3676974,33.4484367,-112.074141
209061,88432803,"Southwest Airlines Co.-Chicago, IL-Omaha, NE Total Total",Southwest Airlines Co.,"Chicago, IL","Omaha, NE",41.8755616,-87.6244212,41.2587459,-95.9383758
209056,290587840,"Southwest Airlines Co.-Houston, TX-Los Angeles, CA Total Total",Southwest Airlines Co.,"Houston, TX","Los Angeles, CA",29.7589382,-95.3676974,34.0536909,-118.242766
208939,46802336,"Alaska Airlines Inc.-Spokane, WA-Seattle, WA Total Total",Alaska Airlines Inc.,"Spokane, WA","Seattle, WA",47.6571934,-117.42351,47.6038321,-122.330062
208686,226424310,"United Air Lines Inc.-Newark, NJ-Miami, FL Total Total",United Air Lines Inc.,"Newark, NJ","Miami, FL",40.735657,-74.1723667,25.7741728,-80.19362
208371,152737063,"Shuttle America Corp.-New York, NY-Chicago, IL Total Total",Shuttle America Corp.,"New York, NY","Chicago, IL",40.7127281,-74.0060152,41.8755616,-87.6244212
208167,141137226,"United Air Lines Inc.-Chicago, IL-Philadelphia, PA Total Total",United Air Lines Inc.,"Chicago, IL","Philadelphia, PA",41.8755616,-87.6244212,39.9527237,-75.1635262
208081,84183419,"Delta Air Lines Inc.-Detroit, MI-Washington, DC Total Total",Delta Air Lines Inc.,"Detroit, MI","Washington, DC",42.3315509,-83.0466403,38.8950368,-77.0365427
208016,209888144,"United Air Lines Inc.-Phoenix, AZ-Houston, TX Total Total",United Air Lines Inc.,"Phoenix, AZ","Houston, TX",33.4484367,-112.074141,29.7589382,-95.3676974
207995,158492190,"Southwest Airlines Co.-New York, NY-Atlanta, GA Total Total",Southwest Airlines Co.,"New York, NY","Atlanta, GA",40.7127281,-74.0060152,33.7544657,-84.3898151
207961,144740856,"Southwest Airlines Co.-Houston, TX-Atlanta, GA Total Total",Southwest Airlines Co.,"Houston, TX","Atlanta, GA",29.7589382,-95.3676974,33.7544657,-84.3898151
207889,215030673,"Delta Air Lines Inc.-West Palm Beach/Palm Beach, FL-New York, NY Total Total",Delta Air Lines Inc.,"West Palm Beach/Palm Beach, FL","New York, NY",26.715364,-80.0532942,40.7127281,-74.0060152
207740,58790420,"Southwest Airlines Co.-Columbus, OH-Chicago, IL Total Total",Southwest Airlines Co.,"Columbus, OH","Chicago, IL",39.9622601,-83.0007065,41.8755616,-87.6244212
207718,220388798,"American Airlines Inc.-Dallas/Fort Worth, TX-Raleigh/Durham, NC Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",32.8369894,-97.033926,35.8803614,-78.7872382
207315,275728950,"Delta Air Lines Inc.-Mexico City, Mexico-Atlanta, GA Total Total",Delta Air Lines Inc.,"Mexico City, Mexico","Atlanta, GA",19.3207722,-99.1514678,33.7544657,-84.3898151
207178,63603646,"Southwest Airlines Co.-Chicago, IL-Cleveland, OH Total Total",Southwest Airlines Co.,"Chicago, IL","Cleveland, OH",41.8755616,-87.6244212,41.4996574,-81.6936772
207167,287962130,"Southwest Airlines Co.-Los Angeles, CA-Houston, TX Total Total",Southwest Airlines Co.,"Los Angeles, CA","Houston, TX",34.0536909,-118.242766,29.7589382,-95.3676974
207062,70608142,"Delta Air Lines Inc.-Atlanta, GA-Jackson/Vicksburg, MS Total Total",Delta Air Lines Inc.,"Atlanta, GA","Jackson/Vicksburg, MS",33.7544657,-84.3898151,32.3629857,-90.8403402
206752,157545024,"Southwest Airlines Co.-Atlanta, GA-New York, NY Total Total",Southwest Airlines Co.,"Atlanta, GA","New York, NY",33.7544657,-84.3898151,40.7127281,-74.0060152
206701,539696311,"American Airlines Inc.-Los Angeles, CA-Boston, MA Total Total",American Airlines Inc.,"Los Angeles, CA","Boston, MA",34.0536909,-118.242766,42.3554334,-71.060511
206508,62158908,"JetBlue Airways-New York, NY-Buffalo, NY Total Total",JetBlue Airways,"New York, NY","Buffalo, NY",40.7127281,-74.0060152,42.8867166,-78.8783922
206486,224037310,"United Air Lines Inc.-Miami, FL-Newark, NJ Total Total",United Air Lines Inc.,"Miami, FL","Newark, NJ",25.7741728,-80.19362,40.735657,-74.1723667
206452,656310908,"Aer Lingus Plc-Dublin, Ireland-New York, NY Total Total",Aer Lingus Plc,"Dublin, Ireland","New York, NY",53.3493795,-6.2605593,40.7127281,-74.0060152
206334,119880054,"Southwest Airlines Co.-Fort Lauderdale, FL-Atlanta, GA Total Total",Southwest Airlines Co.,"Fort Lauderdale, FL","Atlanta, GA",26.1223084,-80.1433786,33.7544657,-84.3898151
206311,898071783,"Virgin Atlantic Airways-Orlando, FL-London, United Kingdom Total Total",Virgin Atlantic Airways,"Orlando, FL","London, United Kingdom",28.5421109,-81.3790304,51.4893335,-0.1440551
206240,274299200,"Delta Air Lines Inc.-Atlanta, GA-Mexico City, Mexico Total Total",Delta Air Lines Inc.,"Atlanta, GA","Mexico City, Mexico",33.7544657,-84.3898151,19.3207722,-99.1514678
206224,63104544,"Delta Air Lines Inc.-Atlanta, GA-Greensboro/High Point, NC Total Total",Delta Air Lines Inc.,"Atlanta, GA","Greensboro/High Point, NC",33.7544657,-84.3898151,36.0770773,-79.9610417
205950,244668600,"American Airlines Inc.-Dallas/Fort Worth, TX-Ontario, CA Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Ontario, CA",32.8369894,-97.033926,50.000678,-86.000977
205830,57838230,"Southwest Airlines Co.-Baltimore, MD-Buffalo, NY Total Total",Southwest Airlines Co.,"Baltimore, MD","Buffalo, NY",39.2908816,-76.610759,42.8867166,-78.8783922
205415,1418595990,"Korean Air Lines Co. Ltd.-New York, NY-Seoul, South Korea Total Total",Korean Air Lines Co. Ltd.,"New York, NY","Seoul, South Korea",40.7127281,-74.0060152,37.5666791,126.9782914
205118,86764914,"Southwest Airlines Co.-Omaha, NE-Chicago, IL Total Total",Southwest Airlines Co.,"Omaha, NE","Chicago, IL",41.2587459,-95.9383758,41.8755616,-87.6244212
205027,150286912,"Shuttle America Corp.-Chicago, IL-New York, NY Total Total",Shuttle America Corp.,"Chicago, IL","New York, NY",41.8755616,-87.6244212,40.7127281,-74.0060152
204924,60657504,"Southwest Airlines Co.-Burbank, CA-San Jose, CA Total Total",Southwest Airlines Co.,"Burbank, CA","San Jose, CA",34.1812089,-118.307201,37.3361663,-121.890591
204877,145872424,"Delta Air Lines Inc.-Buffalo, NY-Atlanta, GA Total Total",Delta Air Lines Inc.,"Buffalo, NY","Atlanta, GA",42.8867166,-78.8783922,33.7544657,-84.3898151
204452,533824172,"American Airlines Inc.-Boston, MA-Los Angeles, CA Total Total",American Airlines Inc.,"Boston, MA","Los Angeles, CA",42.3554334,-71.060511,34.0536909,-118.242766
204401,211456517,"Delta Air Lines Inc.-New York, NY-West Palm Beach/Palm Beach, FL Total Total",Delta Air Lines Inc.,"New York, NY","West Palm Beach/Palm Beach, FL",40.7127281,-74.0060152,26.715364,-80.0532942
204292,252300620,"Southwest Airlines Co.-Houston, TX-Las Vegas, NV Total Total",Southwest Airlines Co.,"Houston, TX","Las Vegas, NV",29.7589382,-95.3676974,36.1674263,-115.1484131
204041,69577981,"Delta Air Lines Inc.-Jackson/Vicksburg, MS-Atlanta, GA Total Total",Delta Air Lines Inc.,"Jackson/Vicksburg, MS","Atlanta, GA",32.3629857,-90.8403402,33.7544657,-84.3898151
203886,872224308,"Compagnia Aerea Italiana-New York, NY-Rome, Italy Total Total",Compagnia Aerea Italiana,"New York, NY","Rome, Italy",40.7127281,-74.0060152,41.8933203,12.4829321
203847,144935217,"Southwest Airlines Co.-Newark, NJ-Chicago, IL Total Total",Southwest Airlines Co.,"Newark, NJ","Chicago, IL",40.735657,-74.1723667,41.8755616,-87.6244212
203759,949720699,"Aeroflot Russian Airlines-Moscow, Russia-New York, NY Total Total",Aeroflot Russian Airlines,"Moscow, Russia","New York, NY",55.625578,37.6063916,40.7127281,-74.0060152
203649,967332750,"American Airlines Inc.-London, United Kingdom-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"London, United Kingdom","Dallas/Fort Worth, TX",51.4893335,-0.1440551,32.8369894,-97.033926
203326,60184496,"Southwest Airlines Co.-San Jose, CA-Burbank, CA Total Total",Southwest Airlines Co.,"San Jose, CA","Burbank, CA",37.3361663,-121.890591,34.1812089,-118.307201
203285,82264183,"Delta Air Lines Inc.-Washington, DC-Detroit, MI Total Total",Delta Air Lines Inc.,"Washington, DC","Detroit, MI",38.8950368,-77.0365427,42.3315509,-83.0466403
203280,119325360,"Southwest Airlines Co.-Baltimore, MD-Nashville, TN Total Total",Southwest Airlines Co.,"Baltimore, MD","Nashville, TN",39.2908816,-76.610759,36.1622767,-86.7742984
202970,739419710,"Klm Royal Dutch Airlines-Amsterdam, Netherlands-New York, NY Total Total",Klm Royal Dutch Airlines,"Amsterdam, Netherlands","New York, NY",52.3730796,4.8924534,40.7127281,-74.0060152
202952,144501824,"Delta Air Lines Inc.-Atlanta, GA-Buffalo, NY Total Total",Delta Air Lines Inc.,"Atlanta, GA","Buffalo, NY",33.7544657,-84.3898151,42.8867166,-78.8783922
202591,13573597,"SkyWest Airlines Inc.-Chicago, IL-Milwaukee, WI Total Total",SkyWest Airlines Inc.,"Chicago, IL","Milwaukee, WI",41.8755616,-87.6244212,43.0386475,-87.9090751
202581,1403278587,"Cathay Pacific Airways Ltd.-Hong Kong, Hong Kong-San Francisco, CA Total Total",Cathay Pacific Airways Ltd.,"Hong Kong, Hong Kong","San Francisco, CA",22.2793278,114.1628131,37.7792588,-122.4193286
202379,301747089,"Southwest Airlines Co.-Baltimore, MD-Denver, CO Total Total",Southwest Airlines Co.,"Baltimore, MD","Denver, CO",39.2908816,-76.610759,39.7392364,-104.984862
202320,439843680,"American Airlines Inc.-Miami, FL-Las Vegas, NV Total Total",American Airlines Inc.,"Miami, FL","Las Vegas, NV",25.7741728,-80.19362,36.1674263,-115.1484131
202274,60884474,"JetBlue Airways-Buffalo, NY-New York, NY Total Total",JetBlue Airways,"Buffalo, NY","New York, NY",42.8867166,-78.8783922,40.7127281,-74.0060152
202264,48543360,"Delta Air Lines Inc.-Atlanta, GA-Panama City, FL Total Total",Delta Air Lines Inc.,"Atlanta, GA","Panama City, FL",33.7544657,-84.3898151,30.1586518,-85.6602936
202248,240270624,"American Airlines Inc.-Ontario, CA-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Ontario, CA","Dallas/Fort Worth, TX",50.000678,-86.000977,32.8369894,-97.033926
201992,130688824,"Southwest Airlines Co.-Phoenix, AZ-Sacramento, CA Total Total",Southwest Airlines Co.,"Phoenix, AZ","Sacramento, CA",33.4484367,-112.074141,38.5810606,-121.493895
201743,777921008,"Lufthansa German Airlines-New York, NY-Frankfurt, Germany Total Total",Lufthansa German Airlines,"New York, NY","Frankfurt, Germany",40.7127281,-74.0060152,50.1106444,8.6820917
201668,206508032,"United Air Lines Inc.-Seattle, WA-Denver, CO Total Total",United Air Lines Inc.,"Seattle, WA","Denver, CO",47.6038321,-122.330062,39.7392364,-104.984862
201617,245367889,"American Airlines Inc.-Baltimore, MD-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Baltimore, MD","Dallas/Fort Worth, TX",39.2908816,-76.610759,32.8369894,-97.033926
201455,1395478785,"Cathay Pacific Airways Ltd.-San Francisco, CA-Hong Kong, Hong Kong Total Total",Cathay Pacific Airways Ltd.,"San Francisco, CA","Hong Kong, Hong Kong",37.7792588,-122.4193286,22.2793278,114.1628131
201427,1391054862,"Korean Air Lines Co. Ltd.-Seoul, South Korea-New York, NY Total Total",Korean Air Lines Co. Ltd.,"Seoul, South Korea","New York, NY",37.5666791,126.9782914,40.7127281,-74.0060152
201335,1302436115,"Eva Airways Corporation-Taipei, Taiwan-San Francisco, CA Total Total",Eva Airways Corporation,"Taipei, Taiwan","San Francisco, CA",25.0375198,121.5636796,37.7792588,-122.4193286
201285,45490410,"American Airlines Inc.-Charlotte, NC-Atlanta, GA Total Total",American Airlines Inc.,"Charlotte, NC","Atlanta, GA",35.2272086,-80.8430827,33.7544657,-84.3898151
201037,639096623,"Aer Lingus Plc-New York, NY-Dublin, Ireland Total Total",Aer Lingus Plc,"New York, NY","Dublin, Ireland",40.7127281,-74.0060152,53.3493795,-6.2605593
200979,56274120,"American Airlines Inc.-Boston, MA-Philadelphia, PA Total Total",American Airlines Inc.,"Boston, MA","Philadelphia, PA",42.3554334,-71.060511,39.9527237,-75.1635262
200711,731190173,"Klm Royal Dutch Airlines-New York, NY-Amsterdam, Netherlands Total Total",Klm Royal Dutch Airlines,"New York, NY","Amsterdam, Netherlands",40.7127281,-74.0060152,52.3730796,4.8924534
200668,247824980,"Southwest Airlines Co.-Las Vegas, NV-Houston, TX Total Total",Southwest Airlines Co.,"Las Vegas, NV","Houston, TX",36.1674263,-115.1484131,29.7589382,-95.3676974
200466,48111840,"Delta Air Lines Inc.-Panama City, FL-Atlanta, GA Total Total",Delta Air Lines Inc.,"Panama City, FL","Atlanta, GA",30.1586518,-85.6602936,33.7544657,-84.3898151
200449,238333861,"Southwest Airlines Co.-Orlando, FL-San Juan, PR Total Total",Southwest Airlines Co.,"Orlando, FL","San Juan, PR",28.5421109,-81.3790304,18.384239,-66.05344
200436,272592960,"Santa Barbara Airlines, C.A-Caracas, Venezuela-Miami, FL Total Total","Santa Barbara Airlines, C.A","Caracas, Venezuela","Miami, FL",10.5060934,-66.9146008,25.7741728,-80.19362
200339,187316965,"American Airlines Inc.-Mexico City, Mexico-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Mexico City, Mexico","Dallas/Fort Worth, TX",19.3207722,-99.1514678,32.8369894,-97.033926
200318,346149504,"Southwest Airlines Co.-Chicago, IL-San Diego, CA Total Total",Southwest Airlines Co.,"Chicago, IL","San Diego, CA",41.8755616,-87.6244212,32.7174202,-117.162772
200190,89484930,"Virgin America-San Francisco, CA-San Diego, CA Total Total",Virgin America,"San Francisco, CA","San Diego, CA",37.7792588,-122.4193286,32.7174202,-117.162772
200131,56036680,"American Airlines Inc.-Philadelphia, PA-Boston, MA Total Total",American Airlines Inc.,"Philadelphia, PA","Boston, MA",39.9527237,-75.1635262,42.3554334,-71.060511
200015,46704103,"Mesa Airlines Inc.-Dallas/Fort Worth, TX-Houston, TX Total Total",Mesa Airlines Inc.,"Dallas/Fort Worth, TX","Houston, TX",32.8369894,-97.033926,29.7589382,-95.3676974
199626,417218340,"Aeromexico-New York, NY-Mexico City, Mexico Total Total",Aeromexico,"New York, NY","Mexico City, Mexico",40.7127281,-74.0060152,19.3207722,-99.1514678
199534,34918450,"American Airlines Inc.-Oklahoma City, OK-Dallas/Fort Worth, TX Total Total",American Airlines Inc.,"Oklahoma City, OK","Dallas/Fort Worth, TX",35.4729886,-97.5170536,32.8369894,-97.033926
199518,66639012,"American Airlines Inc.-Chicago, IL-Minneapolis, MN Total Total",American Airlines Inc.,"Chicago, IL","Minneapolis, MN",41.8755616,-87.6244212,44.9772995,-93.2654692
199237,71127609,"Westjet-New York, NY-Toronto, Canada Total Total",Westjet,"New York, NY","Toronto, Canada",40.7127281,-74.0060152,43.6534817,-79.3839347
198800,116695600,"Southwest Airlines Co.-Nashville, TN-Baltimore, MD Total Total",Southwest Airlines Co.,"Nashville, TN","Baltimore, MD",36.1622767,-86.7742984,39.2908816,-76.610759
198542,342087866,"American Airlines Inc.-Chicago, IL-San Diego, CA Total Total",American Airlines Inc.,"Chicago, IL","San Diego, CA",41.8755616,-87.6244212,32.7174202,-117.162772
198491,141127101,"Southwest Airlines Co.-Chicago, IL-Newark, NJ Total Total",Southwest Airlines Co.,"Chicago, IL","Newark, NJ",41.8755616,-87.6244212,40.735657,-74.1723667
198363,215223855,"American Airlines Inc.-Miami, FL-Newark, NJ Total Total",American Airlines Inc.,"Miami, FL","Newark, NJ",25.7741728,-80.19362,40.735657,-74.1723667
198134,241129078,"American Airlines Inc.-Dallas/Fort Worth, TX-Baltimore, MD Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","Baltimore, MD",32.8369894,-97.033926,39.2908816,-76.610759
198096,284862048,"American Airlines Inc.-Dallas/Fort Worth, TX-San Jose, CA Total Total",American Airlines Inc.,"Dallas/Fort Worth, TX","San Jose, CA",32.8369894,-97.033926,37.3361663,-121.890591
197955,341076465,"American Airlines Inc.-San Diego, CA-Chicago, IL Total Total",American Airlines Inc.,"San Diego, CA","Chicago, IL",32.7174202,-117.162772,41.8755616,-87.6244212
197848,1279878712,"Eva Airways Corporation-San Francisco, CA-Taipei, Taiwan Total Total",Eva Airways Corporation,"San Francisco, CA","Taipei, Taiwan",37.7792588,-122.4193286,25.0375198,121.5636796
197838,124242264,"United Air Lines Inc.-Las Vegas, NV-Denver, CO Total Total",United Air Lines Inc.,"Las Vegas, NV","Denver, CO",36.1674263,-115.1484131,39.7392364,-104.984862
197550,118925100,"United Air Lines Inc.-Phoenix, AZ-Denver, CO Total Total",United Air Lines Inc.,"Phoenix, AZ","Denver, CO",33.4484367,-112.074141,39.7392364,-104.984862
197396,725825092,"British Airways Plc-London, United Kingdom-Washington, DC Total Total",British Airways Plc,"London, United Kingdom","Washington, DC",51.4893335,-0.1440551,38.8950368,-77.0365427
197352,919857672,"Aeroflot Russian Airlines-New York, NY-Moscow, Russia Total Total",Aeroflot Russian Airlines,"New York, NY","Moscow, Russia",40.7127281,-74.0060152,55.625578,37.6063916
197179,134081720,"Southwest Airlines Co.-Denver, CO-Minneapolis, MN Total Total",Southwest Airlines Co.,"Denver, CO","Minneapolis, MN",39.7392364,-104.984862,44.9772995,-93.2654692
197143,1144612258,"Lufthansa German Airlines-Los Angeles, CA-Frankfurt, Germany Total Total",Lufthansa German Airlines,"Los Angeles, CA","Frankfurt, Germany",34.0536909,-118.242766,50.1106444,8.6820917
